0.18112704,0.25417387
0.31658283,0.19537243
0.32430005,0.20062414
0.76102144,0.4824891
0.18112704,0.25417387
0.17683986,0.25261775
0.21299309,0.1969327
0.216106,0.5962193
0.20736721,0.35740858
0.5832805,0.39147174
0.395718,0.11914435
0.5832805,0.39147174
0.25307417,0.63752174
0.4599384,0.3788216
0.66212714,0.14080325
0.6618415,0.14075309
0.53476846,0.6772505
0.75432503,0.05321023
0.308809,0.37942803
0.77102757,0.074701965
0.6680939,0.3591049
0.48514542,0.51732266
0.46468836,0.35450616
0.38556743,0.20586538
0.42379767,0.5410167
0.36180663,0.4564529
0.3600132,0.39611185
0.46468836,0.35450616
0.17777058,0.24036315
0.20113704,0.35853094
0.3872878,0.08399075
0.25291467,0.68218255
0.45280042,0.03479442
0.7026368,0.17432132
0.37192267,0.4610331
0.09877941,0.47041327
0.2750777,0.5788858
0.6496694,0.5916718
0.06575942,0.5288189
0.5833925,0.3842645
0.5833925,0.3842645
0.4237828,0.24194452
0.26298136,0.34386367
0.45531777,0.37774342
0.16537732,0.40496805
0.30244347,0.9741252
0.609023,0.040091306
0.7016326,0.55464023
0.3589279,0.442923
0.37781003,0.4637673
0.39206338,0.29247767
0.16674644,0.4257
0.16616562,0.42466396
0.59284514,0.15673569
0.409499,0.49371722
0.24360286,0.1839464
0.8046231,0.6394722
0.67019325,0.14336723
0.41467792,0.4546828
0.4879631,0.45572162
0.51301754,0.47451997
0.61009526,0.033302158
0.32279432,0.40055922
0.20621306,0.21168947
0.06878108,0.6535193
0.068783104,0.6535212
0.3205949,0.40131164
0.09561607,0.60039145
0.5503151,0.69220555
0.30107188,0.538583
0.22756699,0.20387813
0.45895132,0.12721342
0.45773685,0.12675145
0.41172165,0.2392213
0.76773036,0.43720168
0.642531,0.7316011
0.642531,0.7316011
0.06579554,0.6030326
0.3834975,0.086055696
0.7403706,0.2694857
0.35712045,0.44543907
0.7881485,0.056540817
0.5294378,0.4640476
0.7522005,0.053368837
0.48897296,0.75291455
0.34648013,0.49998936
0.7685176,0.27901304
0.37836996,0.40082783
0.740486,0.28283858
0.12267381,0.39336285
0.5547781,0.07014322
0.7685176,0.27901304
0.76885545,0.27524942
0.37836987,0.40082738
0.23123387,0.7570515
0.30681083,0.97246575
0.0678722,0.60918874
0.36135793,0.3926189
0.14478454,0.3449148
0.32984856,0.37097883
0.53464824,0.32974836
0.40243334,0.38937104
0.32984865,0.37097865
0.4032181,0.20940486
0.35959858,0.4198076
0.4032181,0.20940486
0.7877795,0.059607238
0.25693852,0.06556979
0.54717994,0.46259424
0.62448263,0.047068685
0.45748016,0.35504642
0.44983461,0.032613456
0.4518702,0.032470286
0.73623407,0.586137
0.45748016,0.35504642
0.6800367,0.47150958
0.53201485,0.3284728
0.3144887,0.39773896
0.20783141,0.6625933
0.40126988,0.10842392
0.10914126,0.2725402
0.20783141,0.6625933
0.12181783,0.38506478
0.20149288,0.2580211
0.4785031,0.116710514
0.6208086,0.2279557
